content,flag
不换空滤不换火花塞清洗油路,0
检查120公里以上车抖动,1
K2后减震器漏油检查?,1
原因检查收音机,2
第一次清洗空调蒸发箱,2
发动机免拆清洗580,0
"平安三者,预计29日下午16:00交车",2
后保险杠修复烤漆?,2
更换机油机滤(会员6次2),2
检查启动有档发动机前部轮响,1
拆装或更换火花塞(4缸)(工艺MR08),0
"建议客户做清洗油路,火花塞及汽油滤芯,客户此次不做",0
更换方向盘左侧开关,2
发动机润滑养护、清洗燃油系统,0
每6万公里保养,2
清洗油路(节气门喷油嘴进气道),0
原因SAQ,2
大通轮胎互换,2
发动机润滑保护?,0
拆装进气支管清积碳(宝),0
清洗节气门、化清剂1支,0
倒档踩刹车有异响,1
更换火花塞缸线?,0
发动机例行保养,0
车辆轮胎胎压已调整左前2.2右前,2
未发现故障现象，清除故障码,1
检查行驶车轮有晃动,1
检测时而挂不上档?,1
请客户在下次机油灯亮(中途不要,1
塑修后杠及右门槛饰条,2
冷却系统清洗保养（（￥390）,2
按5000公里规范常规保养(优选)?,2
更换全合成机油发动机润滑系统清洗保护,0
车子行驶中后轮有异响,1
发动机舱养护JCD338.00,0
检查左后门打不开,1
拆装更换右后视镜片?,2
更换(更换)火花塞(四缸),0
发动机磨合期清洗,0
检查吃胎(已做过定位),1
发动机线路保护,0
空调护理（客人反应空调有异味）,1
排气管饰板喷漆,2
更换火花塞、清洗节气门,0
拆下前杠通知业务照相！！！,2
更换发动机进气软管,0
客户反映车辆轮胎失压报警,1
索赔皮带,2
检查挂档时有异响,1
估价:由于解决故障需要,1
大灯调节开关,2
起动机保养,0
更换前后刹车片排除故障(按照制动噪音维修工艺更换),1
销售部首部卡，机油保养,2
更换左后门锁机马达,2
发动机内部清洁保护,0
项目更换火花塞964,0
拆装前、后杠、平左前翼子板,2
局部普通漆保险杠,2
右前轮胎刺钉、漏气,1
尊选机油更换放油螺丝,0
车辆低速行驶耸车更换变速箱电脑,1
检查：怠速高,1
发动机润滑更换机油机油滤清器,0
拆装前氧传感器,0
项目更换火花塞及引线,0
拆装鼓风机清洗,1
后雨刮电机无力,1
客户本次做定位,2
旧件处理方式：维修站处理,2
检查客户反映车子遥控器无法遥控,1
更换机油、机油滤清器美孚,0
检查凉车着车发动机前部吱吱响,1
常规保养（X5),2
冷车刹车时异响,1
检查开关控制面板有时不工作,1
客户反映车辆机油阀处有漏油,1
项目：检查显示缺机油,1
换机油三滤338,2
判断为PCM内部故障,1
"发动机线路,养护",0
原因补水壶盖密封不严,1
(套餐)更换机油机滤空滤花粉滤心火花塞,0
故障码68,1
原因老化漏油,1
保养(机油252,2
拆卸和安装后部减震器,1
检查行驶前部咯噔响,1
该客户进站反映左前门锁不了,1
化油器:清洗节气门体,0
右前座椅无法前后调节靠背调不了,1
描述,2
建议发动机润道清洗,0
建议更换空调空气滤芯、清洗节气门,0
检查刹车软、60000KM保养(金美孚)、检查氧传感器、千万福袋活动,0
已经提醒客户清洗节气门等,0
检查行驶70码以上方向盘发抖后轮发摆(建议更换两后轮胎),1
按6万公里保养,2
检查左前门拉手松,1
项目：维修两前大灯LED日间行车灯,2
"电气系统:客户反应燃油表故障灯亮汽油,排气,发动机电子:车身外侧设备:",1
项目：电动燃油泵已拆卸＋重新安,0
左后稳定杆衬套,2
漆工:左后门及中饰条以上做漆,2
店庆赠送一瓶玻璃水（放后备箱）,2
下次保养2016.5.16.或.37233公里,2
火花塞拆卸和安装,0
清洗节气门(S),0
进行节气门喷油嘴清洗,0
客户反映两前减震器漏油,1
"清洗节气门,裕代达接,续保折扣100.实收150",0
前杠后杠左右前翼子板喷漆,2
远光灯调高些,2
前轮是否吃胎,1
起动停止(StartStop)开关拆卸和安装,1
右后门附件拆装客户自付,2
MOC发动机系统清洗保养,0
描述发动机下板,0
行驶5分钟后正常,2
更换右前门碰撞传感器,1
经检查为室内镜盖板故障,1
节气门及冷网脏(暂不处理),0
清洗节气门\喷嘴,0
外出连接燃油泵线束,0
更换左后尾灯（叶子板,2
换水泵、电磁阀、底盘护板及支架、加氨,0
拆装废气再循环转换阀4缸,0
喷漆前杠、右前后门、右后叶、后杠、左后视,2
更换发动机格,0
检查行驶中车辆声音大,1
原地打方向响,1
1.客户反映:定两条前轮轮胎20555R1791V倍耐力,1
1.客户反映：出4条普通丝装上,1
发动机机油已检查并添加,0
换空滤不加玻璃水吹发动机舱,0
水箱框架前横梁修复,2
拆卸倒车影像?,2
更换机油、三滤、火花塞,0
发动机机油油路、曲轴箱、免拆清洗,0
发动机润滑系统清洗保护两件套,0
建议更换正时套件及发电机皮带,0
火花塞带走?,0
检查发动机废气阀（正常）,0
清洗节气门喷油嘴（六缸）,0
右后门、右后翼子板(喷漆),2
左下槛(喷漆),2
#后围板喷漆新,2
更换前保下部,2
"动力转向,动力转向系统清洗",2
该车消声器后管总成内部异响导致,1
更换外部空调滤清器,2
描述激活导航,2
清洗汽油滤清器(汽油格),0
修复右后叶子板后盖,2
定期保养紧固前杠,1
检查进气侧气门室罩盖垫渗油,1
项目：机电拆装,2
更换复位环（索赔）,2
序号：1索赔单号：SZ20130300271故障描述：检修左前门玻不能升降鉴定结果：检查为左前门电动玻璃升降器机构底部变形导致,1
更换凸轮轴位置电磁阀工时,0
项目：发动机控制器软件升级,0
养护套餐一（清洗节气门、喷油嘴）,0
报修1档换2档有顿挫感,1
前杠拆装修复、右前叶子板修复,2
检查行驶加油发抖,1
更换左前门升降开关(脱皮,1
保养更换机油机滤发动机清洗保护,0
车架号:LSJA24766HS078281,2
喷漆:前杠右前翼子板(赠),2
客户说配了一把遥控器主驾驶下部一个白色的模块拆掉了要求检查一下,1
拆装左前大灯（含拆杠）,2
更换气门室罩盖密封垫及凸轮轴调节器垫,0
原因.下次做,2
前杠.右前叶子板.尾箱.右前门上幅.右前铝圈,2
前氧传感器修复,0
维修活动邀约,2
序号：4索赔单号：SZ20131005608故障描述：室内灯常亮,1
故障码已清除,1
换空滤优选机油不加玻璃水,2
添加发动机机修复剂,0
发动机调整:加注冷媒,0
排气系统定期清洁保养,0
描述离合器执行器渗油,1
其它：客户抱怨传动系统故障请检查,1
更换火花塞（帕萨特途安途观）,0
更新废气涡轮增压器（4.6缸）,0
2009年别克关怀夏季空调免费健诊活动,2
电动燃油泵已拆卸和安装,0
发动机内部清理保护,0
检查雨刮刮时有响声,1
更换机油机滤(修复,2
更换左右大灯2、大灯支架2,2
检查导航及无线电在开启后三分钟内开始断断续续出现问题,1
换火花塞(途观V6newpassat),0
更换轮毂饰盖,2
尊敬的客户：服务顾问王凯很高兴为您服务,2
右后叶子板右前门右前叶子板喷漆,2
发动机修复保养120,0
免费更换机油机滤送添加剂（2小）,2
空调清洗及臭氧消毒(平安续保赠送),1
8171,2
右后门喷漆(含门把手),2
其它：发动机机油保养销售赠送,0
项目更换发动机液压悬置,0
发动机盖铰链总成左,0
喇叭异音,1
气缸盖衬垫拆卸和安装,0
检查左打发响右边呼呼响,1
更换机油三滤(壳牌)发动机清洗,0
检查右前仪表行驶异响,1
修复拆装,2
刹车油）,2
燃油油路保养及清洗节气门,0
建议更换刹车片火花塞,0
更换右避震器缓冲块,1
建议更换冬季轮胎,2
检漏上次已收取工时费用上次赶时间未检查出来,1
发动机引擎线束养护,0
右前叶子板角补漆,2
防冻液水箱深度清洗,2
检查两前门从外面打不开,1
检查车走坏路前后轮有异响,1
检查CD机不能正常播放,1
更换后箱盖撑杆,2
"平安,三者",2
空调不制冷发动机抖动大(工种:机电),1
空调出风口有异响暂无故障,1
建议更换火花塞变速箱油正时皮带,0
总工时费预计：610元,2
平安玻璃，划痕险，代交资料,2
客户反映:高速行驶120码左右时,1
原因检查或更换左前减震,1
拆装前保及右前叶子板整形,2
丰田活动,2
左后车门内饰板拆卸和安装,2
更换火花塞赠送汽油清净剂,0
"点火线圈,火花塞,其他",0
新CC首次免费保养,2
更新左前右前拉杆及摆臂、曲后油封、变前油封、发动机油底壳垫、,0
检查右后座椅（锁开关）,2
检修怠速时前部有异响,1
方向盘上喇叭不好按,1
清洗进气系统节气门?,0
"按10000公里规范常规保养(机油,三滤)",2
安全带难扣,2
24小时售后服务热线：059268859,2
发动机油保养1161元,0
检查行驶时吱吱吱响,1
全车身（包括塑料附件）整块底漆喷涂2层标准或金属漆+清漆塑料件”指：防撞条、防擦条、挡泥板、门镜座、门外把手等,1
发动机曲轴箱及油底壳系统深化保,0
"火花塞总成,,全部(4缸)",0
洗车检查轮胎气压报警,1
免费保养2.0T更换灰尘滤,2
更新控制单元(DME)(车辆诊断后)(未编程设码,1
空调系统清洗老车主回馈礼包,2
更换左侧下裙边,2
其它：发动机润滑系统清洗（费用788元）,0
客户反映右后门遮阳帘降不到底,1
P0121节气门位置传感器性能,0
首保更换机油及格及免检,2
建议观察(刘德枢?,2
润滑系统深化保养套餐(清洗润滑系统+发动机保护剂),0
拆装火花塞更换,0
W更换前杠下中网,2
后减震器（2根）,1
左右后制动鼓,1
出现过4X4报警,1
建议更换发电机皮带及清洗节气阀,0
客户反映怠速及行驶中车身抖动请检查,1
更新机油滤清器垫子,0
检查50码时发动机抖动,1
建议立即更换火花塞、更换全车油水,0
换前杠导槽(右),2
更换2号氧传感器J4,0
清洗三元催化(送清洗进气道),2
"客户反映车辆有一次在行驶过程中出现传动系统故障,在行驶过程中一直显示",1
更换火花塞(凯越),0
发动机清洗(6缸发动机),0
用户反映:过颠簸路面底盘前部有“咔嗤咔嗤”异响.建议更换上支臂,1
检查通电后仪表台处有异响,1
更换发动机舱锁,0
处理油底壳漏油(折后),1
电磁阀蒸发排放炭罐净化更,0
免拆清洗润滑系统,2
发现低音喇叭声音异常,1
清洗节气门(抽奖赠送),0
"零件价格：0.00,项目价格：2051.29",2
dm涵赠送:燃油添加剂一支,2
救援更换发电机保险,0
检查冷却液状态（正常、异常）,1
续保赠送代金券500元,2
客户反映车子显示检修ESP,1
清洗节气门+油路,0
钣金:更换左右前大灯、机盖、前杠,2
清洗节气门，初始化,0
索赔更换氧传感器,0
二级保养ADL,2
更换机油机滤中端541,2
空调运行正常,2
其它：发动机机油保养,0
清洗节气门与基本设定,0
更换空滤、空调格、汽油格、火花塞,0
右前叶子板支架调整,2
吊装发动机工时费,0
保养和清洗保护,2
检查客户反映:司机侧和乘客侧空调温度不同,1
处理结果：该故障已维修(工种：机电),1
更换内部花粉滤清器,2
更换火花塞约1502RMB.,0
"清洗四门,天窗玻璃导槽",2
检修发动机故障灯亮(定货,1
右前梁头修复,2
"备胎,其它",2
检查颠路时减震异响,1
CCTSI自动5000km定期保养99,2
加装导航系统(设置自动联锁及联,2
重装发动机螺丝（前面右三）,0
化油器:节气门体总成及或垫片拆装更换(LC100),0
检查防盗报警器无缘无故报警,1
及受损附件,1
拆装右后门电镀条及饰条,2
项目已建议清洗发动机养护,0
新车发动机保护剂,0
散热器风扇:更换节温器垫及冷却液,0
未见故障,1
更换机油冷却器总成以及垫子,0
修复左下裙及右后门,2
检查CD死机(订货),1
拆装储液罐总成,2
拆装清洗节气门体(6,0
清理线线路,2
服务顾问：凌书娟电话：,2
室内杀菌除臭氧,1
项目：购两条轮胎(存仓库),2
建议:拆洗节气门,0
前挡烂，非驻点平安59614373代交案,1
更换前部制动片预计费用约:2469元,2
项目：拆装两侧凸轮轴调节器,0
更换齿形正时皮带120,0
发动机润滑养护两件套,0
钣金：拆装更换机盖亮条及电瓶套,2
凭蚍⑵钡ヌ吮ㄏ15元打的费,2
免费清洁发动机外部,0
处理插头线束,2
换右前减震,1
项目：修理一个前门柱,2
客户：机油黄灯报警（未见异常）,1
前防撞梁拆装,1
右边方向盘按钮无法回弹建议更换音量调节按钮,1
右侧上大边喷漆,2
水温表不正常,1
检查踩油门踏板是否紧,1
建议及时更换变速箱油、清洗油路、火花塞,0
三元催化、排气VANOS机械结构故障,1
项目：更换波箱油格,2
客户反映车子左后车门内饰板上的烟灰缸发卡,1
温馨提示及建议：右后胎铃变形、点烟器座坏、仪表台左侧灯不亮需更换,1
钣金后围板尾盖左尾灯座,2
更换火花塞2012040073,0
经检测消除故障码重新编程系统,1
反映点烟器无电到(已处理),1
更换火花塞sparkplugs919元,0
已转单,2
左后门后杠前杠右前门右后门拆装附件,2
2.SRP003更换空气滤芯I38,2
拆装油箱、清洗汽油泵,0
"清洗节气门,油路清洁及电脑匹配",0
检查两前门玻璃下降速度慢,1
更换燃油泵油泵控制单,0
检查SRS灯亮,1
车辆有异响,1
更换发动机现四方板,0
右发动机机脚胶,0
查发动机故障灯亮,1
EFI电脑检测,2
建议更换方向机总成（漏油）,1
"客户反映:稍微有烂路,前部有异响",1
更换火花塞4只,0
检查打不着车电池,1
1.客户反映：机油保养费用1161元,1
修复左前大梁、右前叶,2
A1发动机三清,0
发动机活塞校正保护油精1,0
更换左前升降开关（三包）,2
拆装后保险杠检查受损备件,1
客户描述没有倒车影像、左后减震异响,1
项目：右后门和叶子板钣金,2
已提醒更换发动机支架,0
更换氧传感器总成,0
前轮速传感器1侧更换(发动机变速器已拆下时),0
"7.清洗发动机油路,预估价格2300元.",0
排气系统净化还原深化保养,0
发动机及变速箱控制模块标定,0
客户反映主驾驶座椅皮损坏,1
建议下次到45381KM做换油保养,2
搭铁后玻璃无法升降,1
更换后保骨架及加紧条,1
更换进排气凸轮轴位置传感器,0
"清洗燃油路,节气门,三合一",0
氢氧深度清洗积碳,2
安心踏青季电瓶检测活动,2
